coordinate_px,wavelength_nm,level,intensity,raw_intensity_w
337.697175910536,780.447677164742,350,0.007882181757296412,6.264308809548001e-06
337.697175910536,780.447677164742,360,0.004702764528521881,3.7557057135480004e-06
337.697175910536,780.447677164742,370,0.002046923431719616,1.630223875868e-06
337.697175910536,780.447677164742,380,0.00030495686077912793,2.2841870482800002e-07
337.697175910536,780.447677164742,390,0.00014795864981935271,1.12522676852e-07
337.697175910536,780.447677164742,400,0.0015713831094175033,1.2534118273880001e-06
337.697175910536,780.447677164742,410,0.004372582056531057,3.4913789849480003e-06
337.697175910536,780.447677164742,420,0.008612881430875378,6.884297016348e-06
337.697175910536,780.447677164742,430,0.012531054709458943,9.917955770747999e-06
337.697175910536,780.447677164742,440,0.019928913107262473,1.5936616675148e-05
337.697175910536,780.447677164742,450,0.02440745115996446,1.9477069451947997e-05
337.697175910536,780.447677164742,460,0.04392911378547446,3.5219473742748e-05
337.697175910536,780.447677164742,470,0.05245661572922921,4.1677187874748e-05
337.697175910536,780.447677164742,480,0.06087777274258612,4.8922329326748e-05
337.697175910536,780.447677164742,490,0.08369321857368195,6.7178053834748e-05
337.697175910536,780.447677164742,500,0.09003424924620466,7.2260642610748e-05
337.697175910536,780.447677164742,510,0.12309683024706809,9.868325513074801e-05
337.697175910536,780.447677164742,520,0.11562824791793826,9.1467364922748e-05
337.697175910536,780.447677164742,530,0.12657554441941746,0.00010161550402674801
337.697175910536,780.447677164742,540,0.1414844967555508,0.000113152250582748
337.697175910536,780.447677164742,550,0.1506040945241487,0.00012056460287874799
337.697175910536,780.447677164742,560,0.17658998953171692,0.000141320774158748
337.697175910536,780.447677164742,570,0.21684510617187744,0.000173815701414748
337.697175910536,780.447677164742,580,0.2221245414567311,0.00017790925551874797
337.697175910536,780.447677164742,590,0.21963739171877233,0.00017490706931074798
337.697175910536,780.447677164742,600,0.28222855577203193,0.000226694789982748
337.697175910536,780.447677164742,610,0.3210925358770141,0.000252434787862748
337.697175910536,780.447677164742,620,0.2993637697672225,0.000240038782546748
337.697175910536,780.447677164742,630,0.3027771236375569,0.00023727174793474796
337.697175910536,780.447677164742,640,0.32343670839389044,0.000258599727470748
337.697175910536,780.447677164742,650,0.353533571567753,0.00028392334120674797
337.697175910536,780.447677164742,660,0.2836530109383275,0.00022781517221074802
337.697175910536,780.447677164742,670,0.4165050151206978,0.00033221501206274795
337.697175910536,780.447677164742,680,0.41143207299430856,0.00033029130964274805
337.697175910536,780.447677164742,690,0.43535006152371475,0.00034412567041874805
337.697175910536,780.447677164742,700,0.4927756781275744,0.000390269093570748
337.697175910536,780.447677164742,710,0.39352222230932077,0.000307334437138748
337.697175910536,780.447677164742,720,0.47548904707369205,0.00038157977787474796
337.697175910536,780.447677164742,730,0.5464750383134704,0.00043469184742674804
337.697175910536,780.447677164742,740,0.4814091309197807,0.0003833337800147481
337.697175910536,780.447677164742,750,0.4637336940340458,0.000370358160210748
337.697175910536,780.447677164742,760,0.5139752558064261,0.00041083859800674803
337.697175910536,780.447677164742,770,0.4578665807408474,0.000363416069546748
337.697175910536,780.447677164742,780,0.5484692820135543,0.000439163355074748
337.697175910536,780.447677164742,790,0.5497107450646783,0.00043914454901874803
337.697175910536,780.447677164742,800,0.6981997301629042,0.000557863792738748
337.697175910536,780.447677164742,810,0.5188845565907657,0.00041627160651874805
337.697175910536,780.447677164742,820,0.5408181316894418,0.00043284162489074803
337.697175910536,780.447677164742,830,0.6622305543143203,0.000533175741302748
337.697175910536,780.447677164742,840,0.5404330472010286,0.000425444922858748
337.697175910536,780.447677164742,850,0.4987487400862819,0.000399011712710748
337.697175910536,780.447677164742,860,0.5297462097198662,0.0004256474754347481
337.697175910536,780.447677164742,870,0.6016143714428616,0.00048220078200274805
337.697175910536,780.447677164742,880,0.5426374358563347,0.00044373699564674796
337.697175910536,780.447677164742,890,0.5888493963333857,0.000473609848202748
337.697175910536,780.447677164742,900,0.5151420977369973,0.000415238725230748
357.697175910536,780.3298174428193,350,0.010156548966745458,7.697771633408e-06
357.697175910536,780.3298174428193,360,0.005179106264624841,3.874664603008e-06
357.697175910536,780.3298174428193,370,0.0018049842358253089,1.3526207663280003e-06
357.697175910536,780.3298174428193,380,0.00018899824309203368,1.4288434880399998e-07
357.697175910536,780.3298174428193,390,7.042292858130825e-05,5.3640692388e-08
357.697175910536,780.3298174428193,400,0.0026574593104154985,1.9963481462880003e-06
357.697175910536,780.3298174428193,410,0.005125459029372075,3.859075119248e-06
357.697175910536,780.3298174428193,420,0.010020121265767295,7.5176272858079996e-06
357.697175910536,780.3298174428193,430,0.01790252480241841,1.3468856526207999e-05
357.697175910536,780.3298174428193,440,0.027838768626068888,2.0949252377408003e-05
357.697175910536,780.3298174428193,450,0.03611921962636616,2.7127221991808002e-05
357.697175910536,780.3298174428193,460,0.04236881574188869,3.1948668678208006e-05
357.697175910536,780.3298174428193,470,0.06537960738355367,4.9205271773008e-05
357.697175910536,780.3298174428193,480,0.07449734279975853,5.6019205361008004e-05
357.697175910536,780.3298174428193,490,0.09646156405737581,7.273378885700799e-05
357.697175910536,780.3298174428193,500,0.10801411386880642,8.085812140500801e-05
357.697175910536,780.3298174428193,510,0.13559035986054752,0.00010232470729700798
357.697175910536,780.3298174428193,520,0.15232536743379757,0.00011495761934100801
357.697175910536,780.3298174428193,530,0.18580753316059367,0.000140864993441008
357.697175910536,780.3298174428193,540,0.1908754526047218,0.000145239382733008
357.697175910536,780.3298174428193,550,0.23593585583013105,0.000178850574593008
357.697175910536,780.3298174428193,560,0.22109157060250811,0.000164672257873008
357.697175910536,780.3298174428193,570,0.2379042330296501,0.00018072999483700802
357.697175910536,780.3298174428193,580,0.28690774180294143,0.00021510789628900802
357.697175910536,780.3298174428193,590,0.30784016887806304,0.00023044201855300803
357.697175910536,780.3298174428193,600,0.29493601303592704,0.00022253257002500805
357.697175910536,780.3298174428193,610,0.3401778832638436,0.00025552093354900803
357.697175910536,780.3298174428193,620,0.34510365757409817,0.000261478009437008
357.697175910536,780.3298174428193,630,0.3999098964790522,0.000301987853505008
357.697175910536,780.3298174428193,640,0.39315769317428084,0.00029609592497700804
357.697175910536,780.3298174428193,650,0.4561035736785275,0.000341978159237008
357.697175910536,780.3298174428193,660,0.4696830980777218,0.000355435514325008
357.697175910536,780.3298174428193,670,0.4643589227294804,0.000353155814193008
357.697175910536,780.3298174428193,680,0.4791556549043962,0.00035973510543300805
357.697175910536,780.3298174428193,690,0.5316019143755415,0.000399515316693008
357.697175910536,780.3298174428193,700,0.5800962555593872,0.0004357027748290079
357.697175910536,780.3298174428193,710,0.6434074877621739,0.00048171893712500803
357.697175910536,780.3298174428193,720,0.6038811587884719,0.000456381727045008
357.697175910536,780.3298174428193,730,0.5825953139023602,0.000436450018741008
357.697175910536,780.3298174428193,740,0.5741504664393144,0.00043084197375700803
357.697175910536,780.3298174428193,750,0.6285215273796484,0.000470489115321008
357.697175910536,780.3298174428193,760,0.5662954573154599,0.000430104326033008
357.697175910536,780.3298174428193,770,0.7508753151627166,0.0005614509227930079
