trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v
3,3,0.86,0,0,0.00116463438,0.000267508952
3,3,0.86,0.3,0.258,0.00147666508,0.000264913941
3,3,0.86,0.44,0.3784,0.00181385126,0.000318044805
3,3,0.86,0.58,0.4988,0.00211291824,0.000284490786
3,3,0.86,0.72,0.6192,0.00237984928,0.000310869913
3,3,0.86,0.86,0.7396,0.00252856249,0.000302129542
3,3,0.86,1,0.86,0.00266987703,0.000307654277
3,3,1,0,0,0.00130408315,0.000264414152
3,3,1,0.3,0.3,0.00163490003,0.000267389369
3,3,1,0.44,0.44,0.00191469831,0.000377480142
3,3,1,0.58,0.58,0.00227877705,0.000282786195
3,3,1,0.72,0.72,0.00248902787,0.000297632286
3,3,1,0.86,0.86,0.00263034241,0.000271210498
3,3,1,1,1,0.00290528333,0.000299203812
4,3,0,0,0,0.000246170463,0.000260872243
4,3,0,0.3,0,0.000484343148,0.000229219174
4,3,0,0.44,0,0.000601885427,0.000316904831
4,3,0,0.58,0,0.000837967195,0.000270557845
4,3,0,0.72,0,0.00117068198,0.000314848324
4,3,0,0.86,0,0.00112107875,0.000254179547
4,3,0,1,0,0.00133740931,0.000287293674
4,3,0.3,0,0,0.000524681959,0.000251773523
4,3,0.3,0.3,0.09,0.000880557775,0.000278563171
4,3,0.3,0.44,0.132,0.00115192797,0.000270006778
4,3,0.3,0.58,0.174,0.0014141946,0.000238591684
4,3,0.3,0.72,0.216,0.00158185481,0.000249865588
4,3,0.3,0.86,0.258,0.00164477565,0.000273811839
4,3,0.3,1,0.3,0.00187458466,0.000275529518
4,3,0.44,0,0,0.000640873176,0.000250703345
4,3,0.44,0.3,0.132,0.000962232611,0.000251148405
4,3,0.44,0.44,0.1936,0.00128310954,0.00028236143
4,3,0.44,0.58,0.2552,0.00152047805,0.000286555216
4,3,0.44,0.72,0.3168,0.00175733188,0.000256350666
4,3,0.44,0.86,0.3784,0.00176042002,0.000281400228
4,3,0.44,1,0.44,0.00204047564,0.000299740439
4,3,0.58,0,0,0.000874284991,0.000224074326
4,3,0.58,0.3,0.174,0.00113089003,0.000276265665
4,3,0.58,0.44,0.2552,0.00143159755,0.000276969884
4,3,0.58,0.58,0.3364,0.00188468545,0.000299258608
4,3,0.58,0.72,0.4176,0.00192586064,0.000401596684
4,3,0.58,0.86,0.4988,0.00201689641,0.000270572395
4,3,0.58,1,0.58,0.00225140198,0.000324330585
4,3,0.72,0,0,0.00108273436,0.00028260212
4,3,0.72,0.3,0.216,0.00137810198,0.000275640149
4,3,0.72,0.44,0.3168,0.00161257536,0.000318022162
4,3,0.72,0.58,0.4176,0.00197987091,0.000265401652
4,3,0.72,0.72,0.5184,0.00207631092,0.000346252388
4,3,0.72,0.86,0.6192,0.0022312004,0.000288070971
4,3,0.72,1,0.72,0.00234674828,0.000334240661
4,3,0.86,0,0,0.00109193444,0.000279531793
4,3,0.86,0.3,0.258,0.00146135306,0.000264218657
4,3,0.86,0.44,0.3784,0.00180127353,0.000280501357
4,3,0.86,0.58,0.4988,0.00209796007,0.000379712884
4,3,0.86,0.72,0.6192,0.00236540579,0.000312369441
4,3,0.86,0.86,0.7396,0.0024926307,0.000276635864
4,3,0.86,1,0.86,0.00270770675,0.000414998894
4,3,1,0,0,0.00118631569,0.000301499453
4,3,1,0.3,0.3,0.00164390711,0.000244185861
4,3,1,0.44,0.44,0.0019264075,0.000256784997
4,3,1,0.58,0.58,0.00231107384,0.000296271601
4,3,1,0.72,0.72,0.00255066199,0.00031826449
4,3,1,0.86,0.86,0.00257372653,0.00031105638
4,3,1,1,1,0.00286880469,0.000281581183
5,3,0,0,0,0.000233464059,0.000244668654
5,3,0,0.3,0,0.000558168962,0.000229929961
5,3,0,0.44,0,0.000703086303,0.000278467914
5,3,0,0.58,0,0.00102106809,0.000282893816
5,3,0,0.72,0,0.00111828012,0.000261250305
5,3,0,0.86,0,0.00115430841,0.000254188179
5,3,0,1,0,0.00138829927,0.000287154244
5,3,0.3,0,0,0.000556785733,0.000218634537
5,3,0.3,0.3,0.09,0.0010257968,0.000288190402
5,3,0.3,0.44,0.132,0.00128568299,0.000272606032
5,3,0.3,0.58,0.174,0.00155953014,0.000312509997
5,3,0.3,0.72,0.216,0.0017022279,0.000253793955
5,3,0.3,0.86,0.258,0.00178013907,0.000289475525
5,3,0.3,1,0.3,0.0019878486,0.000310022715
5,3,0.44,0,0,0.000692631666,0.000244623044
5,3,0.44,0.3,0.132,0.00102894928,0.000282830963
5,3,0.44,0.44,0.1936,0.00126200725,0.000261046023
5,3,0.44,0.58,0.2552,0.00154798179,0.000286472091
5,3,0.44,0.72,0.3168,0.00169881808,0.00030289227
5,3,0.44,0.86,0.3784,0.0019338705,0.000283463818
5,3,0.44,1,0.44,0.00208280888,0.000341856184
5,3,0.58,0,0,0.000905037708,0.000284756043
5,3,0.58,0.3,0.174,0.00125502677,0.000256859556
5,3,0.58,0.44,0.2552,0.00147759795,0.000237677778
5,3,0.58,0.58,0.3364,0.00165693519,0.000313711682
5,3,0.58,0.72,0.4176,0.00193364532,0.000294396574
5,3,0.58,0.86,0.4988,0.00211925536,0.000288240106
5,3,0.58,1,0.58,0.00226211396,0.000275709742
5,3,0.72,0,0,0.00101987787,0.000266130235
5,3,0.72,0.3,0.216,0.00146228594,0.000376151446
5,3,0.72,0.44,0.3168,0.00164680224,0.000405421964
5,3,0.72,0.58,0.4176,0.00195288186,0.000280840533
5,3,0.72,0.72,0.5184,0.00219739171,0.000301546519
5,3,0.72,0.86,0.6192,0.00229785275,0.000372703652
5,3,0.72,1,0.72,0.00252534568,0.000347565624
5,3,0.86,0,0,0.00111593185,0.00027669603
5,3,0.86,0.3,0.258,0.00158581149,0.000326782348
5,3,0.86,0.44,0.3784,0.0018909904,0.000318905394
5,3,0.86,0.58,0.4988,0.00205996952,0.000316001568
5,3,0.86,0.72,0.6192,0.00229656602,0.000275440868
5,3,0.86,0.86,0.7396,0.00255162703,0.000289706986
5,3,0.86,1,0.86,0.00284361705,0.000361541414
5,3,1,0,0,0.00128021441,0.000347072237
5,3,1,0.3,0.3,0.00172638615,0.000285252212
5,3,1,0.44,0.44,0.00182443457,0.000313927682
5,3,1,0.58,0.58,0.0022747882,0.000275919767
5,3,1,0.72,0.72,0.00248436349,0.000341946156
5,3,1,0.86,0.86,0.00275049034,0.000260129711
5,3,1,1,1,0.00282145321,0.000303517732
6,3,0,0,0,0.000169095672,0.00022965439
6,3,0,0.3,0,0.000532402307,0.000293334145
6,3,0,0.44,0,0.000628359781,0.000278676143
6,3,0,0.58,0,0.00103010733,0.000345042888
6,3,0,0.72,0,0.00111663955,0.000273892262
6,3,0,0.86,0,0.00122092857,0.000229086884
6,3,0,1,0,0.00132582879,0.000270862588
6,3,0.3,0,0,0.0005946476,0.000251525008
6,3,0.3,0.3,0.09,0.000943542937,0.000248683276
6,3,0.3,0.44,0.132,0.00105844744,0.000286689528
6,3,0.3,0.58,0.174,0.00128857812,0.000290701331
6,3,0.3,0.72,0.216,0.0015792492,0.000327823329
6,3,0.3,0.86,0.258,0.00173494287,0.000282253566
6,3,0.3,1,0.3,0.00185161663,0.000316183413
6,3,0.44,0,0,0.000611632364,0.000288182718
6,3,0.44,0.3,0.132,0.00100964841,0.000344359223
6,3,0.44,0.44,0.1936,0.00124460431,0.000276571096
6,3,0.44,0.58,0.2552,0.00152051022,0.000281637598
6,3,0.44,0.72,0.3168,0.00166320798,0.000267892223
6,3,0.44,0.86,0.3784,0.00175453326,0.000332807612
6,3,0.44,1,0.44,0.00195275319,0.000359754463
6,3,0.58,0,0,0.000797017187,0.000226211728
6,3,0.58,0.3,0.174,0.00120532704,0.000247663774
6,3,0.58,0.44,0.2552,0.00143446051,0.000306116632
6,3,0.58,0.58,0.3364,0.00165239949,0.000241135495
6,3,0.58,0.72,0.4176,0.00192495993,0.000291481253
6,3,0.58,0.86,0.4988,0.0020182153,0.000252186635
6,3,0.58,1,0.58,0.00217445585,0.000293927922
6,3,0.72,0,0,0.000964034024,0.000233897197
6,3,0.72,0.3,0.216,0.00136903057,0.000251637507
6,3,0.72,0.44,0.3168,0.00155753572,0.000268643494
6,3,0.72,0.58,0.4176,0.00198688355,0.000255836651
6,3,0.72,0.72,0.5184,0.00223232629,0.000300985474
6,3,0.72,0.86,0.6192,0.00229592266,0.000285438369
6,3,0.72,1,0.72,0.00247693266,0.000294494448
6,3,0.86,0,0,0.0011199207,0.000304638345
6,3,0.86,0.3,0.258,0.00151533115,0.000258054647
6,3,0.86,0.44,0.3784,0.00181423728,0.000266802768
6,3,0.86,0.58,0.4988,0.00192907745,0.000329620287
6,3,0.86,0.72,0.6192,0.00226880494,0.000345324143
6,3,0.86,0.86,0.7396,0.00248503902,0.000282662202
6,3,0.86,1,0.86,0.00267470225,0.000309380116
6,3,1,0,0,0.00119876474,0.000272996814
6,3,1,0.3,0.3,0.0016001263,0.000312875775
6,3,1,0.44,0.44,0.00196919109,0.000262648882
6,3,1,0.58,0.58,0.00232487396,0.000310488853
6,3,1,0.72,0.72,0.0024875803,0.000241637766
6,3,1,0.86,0.86,0.00254387451,0.000290856502
6,3,1,1,1,0.00273241186,0.00031960821
7,3,0,0,0,0.000269814023,0.000233668661
7,3,0,0.3,0,0.000624081424,0.000329689214
7,3,0,0.44,0,0.000763305005,0.000188277104
7,3,0,0.58,0,0.000816897081,0.000250747033
7,3,0,0.72,0,0.00106854822,0.000244465497
7,3,0,0.86,0,0.00116386234,0.000259801831
7,3,0,1,0,0.00128832077,0.000314093688
7,3,0.3,0,0,0.000519985416,0.000260079956
7,3,0.3,0.3,0.09,0.00103184441,0.000269210125
7,3,0.3,0.44,0.132,0.00117122884,0.000238807422
7,3,0.3,0.58,0.174,0.00138636918,0.000288023986
7,3,0.3,0.72,0.216,0.0016201027,0.000276348699
7,3,0.3,0.86,0.258,0.00170129502,0.000283414927
7,3,0.3,1,0.3,0.00192216131,0.000339191541
7,3,0.44,0,0,0.000668827265,0.00028486893
7,3,0.44,0.3,0.132,0.00108173715,0.000258709066
7,3,0.44,0.44,0.1936,0.00123800984,0.000273945433
7,3,0.44,0.58,0.2552,0.00153035366,0.000335832616
7,3,0.44,0.72,0.3168,0.00169630896,0.0002304274
7,3,0.44,0.86,0.3784,0.00188114696,0.000239864098
7,3,0.44,1,0.44,0.00201515933,0.000280715396
7,3,0.58,0,0,0.000835039897,0.000301776818
7,3,0.58,0.3,0.174,0.00120819,0.000260685379
7,3,0.58,0.44,0.2552,0.00149628763,0.00027982824
7,3,0.58,0.58,0.3364,0.00182459541,0.000284281842
7,3,0.58,0.72,0.4176,0.00194245939,0.000269451053
7,3,0.58,0.86,0.4988,0.00200100536,0.00025108549
7,3,0.58,1,0.58,0.00228321625,0.000296147341
7,3,0.72,0,0,0.00109000435,0.000263072353
7,3,0.72,0.3,0.216,0.00136494522,0.00028168933
7,3,0.72,0.44,0.3168,0.00179754203,0.000347265385
7,3,0.72,0.58,0.4176,0.00194812098,0.000327026
7,3,0.72,0.72,0.5184,0.00224837818,0.000304613185
7,3,0.72,0.86,0.6192,0.00232310472,0.000323769289
7,3,0.72,1,0.72,0.00260325686,0.000312990442
7,3,0.86,0,0,0.00112490676,0.000228569109
7,3,0.86,0.3,0.258,0.00150986257,0.000281140376
7,3,0.86,0.44,0.3784,0.00181909466,0.000274308716
7,3,0.86,0.58,0.4988,0.00213453521,0.000336565067
7,3,0.86,0.72,0.6192,0.00236325053,0.000261794729
7,3,0.86,0.86,0.7396,0.00248645442,0.000328904342
7,3,0.86,1,0.86,0.00254586894,0.000311685883
7,3,1,0,0,0.00122691184,0.0002605984
7,3,1,0.3,0.3,0.00171795811,0.000278148376
7,3,1,0.44,0.44,0.00195403991,0.0003259022
7,3,1,0.58,0.58,0.00218333425,0.000315136931
7,3,1,0.72,0.72,0.00249082929,0.000327188075
7,3,1,0.86,0.86,0.00261818287,0.000308663917
7,3,1,1,1,0.00290319241,0.000332717398
8,3,0,0,0,0.000210560366,0.000251887183
8,3,0,0.3,0,0.000483442441,0.000225105465
8,3,0,0.44,0,0.000645634056,0.000255273115
8,3,0,0.58,0,0.000877533972,0.00025617236
8,3,0,0.72,0,0.00105944465,0.000307076033
8,3,0,0.86,0,0.00111947035,0.000289101461
8,3,0,1,0,0.00128278786,0.000291837341
8,3,0.3,0,0,0.000500362869,0.000277895795
8,3,0.3,0.3,0.09,0.000852346341,0.000282145736
8,3,0.3,0.44,0.132,0.00110052333,0.00023358295
8,3,0.3,0.58,0.174,0.0013437786,0.000325498043
8,3,0.3,0.72,0.216,0.001619395,0.000235408858
8,3,0.3,0.86,0.258,0.00159169826,0.00025657752
8,3,0.3,1,0.3,0.00191794728,0.00026912049
8,3,0.44,0,0,0.000679410574,0.000295808963
8,3,0.44,0.3,0.132,0.000989897187,0.00023419979
8,3,0.44,0.44,0.1936,0.00116913791,0.000268347968
8,3,0.44,0.58,0.2552,0.00148782741,0.000253077585
8,3,0.44,0.72,0.3168,0.0016504694,0.000293998262
8,3,0.44,0.86,0.3784,0.00180111269,0.00027172877
8,3,0.44,1,0.44,0.00207354446,0.000333863036
8,3,0.58,0,0,0.000861353413,0.000303754979
8,3,0.58,0.3,0.174,0.00114781045,0.000273861232
8,3,0.58,0.44,0.2552,0.00143783817,0.000318399561
8,3,0.58,0.58,0.3364,0.00171692873,0.000284301316
8,3,0.58,0.72,0.4176,0.0018235017,0.000306569295
8,3,0.58,0.86,0.4988,0.00206682133,0.000294286193
8,3,0.58,1,0.58,0.00230991579,0.0002703592
8,3,0.72,0,0,0.000828541938,0.000265538554
8,3,0.72,0.3,0.216,0.00131788327,0.000278882762
8,3,0.72,0.44,0.3168,0.00162109991,0.000316343573
8,3,0.72,0.58,0.4176,0.00182108909,0.000270807708
8,3,0.72,0.72,0.5184,0.00205520864,0.000283035456
8,3,0.72,0.86,0.6192,0.00222489545,0.000278602673
8,3,0.72,1,0.72,0.00261863322,0.000267893614
8,3,0.86,0,0,0.00122266565,0.000228786287
8,3,0.86,0.3,0.258,0.00150330028,0.000312663432
8,3,0.86,0.44,0.3784,0.00161003408,0.000278738665
8,3,0.86,0.58,0.4988,0.00206234996,0.000295249981
8,3,0.86,0.72,0.6192,0.00235774978,0.000263462538
8,3,0.86,0.86,0.7396,0.00243533928,0.000269388543
8,3,0.86,1,0.86,0.0026520559,0.000304950979
8,3,1,0,0,0.00119329616,0.000278711593
8,3,1,0.3,0.3,0.00159099056,0.000290905589
8,3,1,0.44,0.44,0.00194725244,0.000289730306
8,3,1,0.58,0.58,0.0021727831,0.000300743815
8,3,1,0.72,0.72,0.00240519775,0.000338220345
8,3,1,0.86,0.86,0.00264124741,0.000287365564
8,3,1,1,1,0.00284204081,0.000330381571
9,3,0,0,0,0.00014191362,0.000246417298
9,3,0,0.3,0,0.000435672799,0.000269757095
9,3,0,0.44,0,0.000707171653,0.000275941493
