trial,tgt_index,ref_index,phi_xt_deg,phi_wt_deg,x_t,w_t,x_r,w_r,dark_v,voltage_mean_v,voltage_std_v,voltage_sem_v,sem_ratio
0,3,1,36.87,36.87,0.1,0.1,1,1,0.00197112496,0.00618943284,0.000832431733,7.5990273e-05,0.0122774
0,3,1,53.13,53.13,0.2,0.2,1,1,0.00197112496,0.00656994125,0.00093951677,8.57657546e-05,0.0130543
0,3,1,66.42,66.42,0.3,0.3,1,1,0.00197112496,0.00712512357,0.00107676141,9.82944186e-05,0.0137955
0,3,1,78.46,78.46,0.4,0.4,1,1,0.00197112496,0.00815192046,0.00121821474,0.000111207283,0.0136419
0,3,1,90,90,0.5,0.5,1,1,0.00197112496,0.00903271944,0.00109879404,0.000100305714,0.0111047
0,3,1,101.5,101.5,0.6,0.6,1,1,0.00197112496,0.0100368361,0.00106202716,9.69493718e-05,0.00965936
0,3,1,113.6,113.6,0.7,0.7,1,1,0.00197112496,0.0113626889,0.0010152864,9.26825437e-05,0.00815674
0,3,1,126.9,126.9,0.8,0.8,1,1,0.00197112496,0.013141416,0.00124451155,0.000113607841,0.00864502
0,3,1,143.1,143.1,0.9,0.9,1,1,0.00197112496,0.0142389341,0.00140560061,0.000128313193,0.00901143
0,3,1,180,180,1,1,1,1,0.00197112496,0.0160039584,0.00113106739,0.000103251853,0.00645164
0,4,1,36.87,36.87,0.1,0.1,1,1,0.00205507329,0.00629656275,0.000891220615,8.13569391e-05,0.0129208
0,4,1,53.13,53.13,0.2,0.2,1,1,0.00205507329,0.00638749792,0.00101740591,9.28760276e-05,0.0145403
0,4,1,66.42,66.42,0.3,0.3,1,1,0.00205507329,0.00680551904,0.000967974092,8.83635409e-05,0.0129841
0,4,1,78.46,78.46,0.4,0.4,1,1,0.00205507329,0.00730264879,0.000835795309,7.6297324e-05,0.0104479
0,4,1,90,90,0.5,0.5,1,1,0.00205507329,0.00796987428,0.000842938499,7.69494051e-05,0.00965503
0,4,1,101.5,101.5,0.6,0.6,1,1,0.00205507329,0.00899429636,0.00124730401,0.000113862757,0.0126594
0,4,1,113.6,113.6,0.7,0.7,1,1,0.00205507329,0.0102270315,0.00147603995,0.000134743396,0.0131752
0,4,1,126.9,126.9,0.8,0.8,1,1,0.00205507329,0.0113689279,0.00124900996,0.000114018488,0.010029
0,4,1,143.1,143.1,0.9,0.9,1,1,0.00205507329,0.0127926082,0.00112535008,0.000102729938,0.00803041
0,4,1,180,180,1,1,1,1,0.00205507329,0.0140360221,0.00146825487,0.000134032719,0.0095492
0,5,1,36.87,36.87,0.1,0.1,1,1,0.00213372143,0.00591117336,0.00125671359,0.00011472173,0.0194076
0,5,1,53.13,53.13,0.2,0.2,1,1,0.00213372143,0.0060798965,0.000805680625,7.35482421e-05,0.012097
0,5,1,66.42,66.42,0.3,0.3,1,1,0.00213372143,0.0060638579,0.000871508056,7.95574369e-05,0.0131199
0,5,1,78.46,78.46,0.4,0.4,1,1,0.00213372143,0.00659187522,0.000953344065,8.70280082e-05,0.0132023
0,5,1,90,90,0.5,0.5,1,1,0.00213372143,0.00718356143,0.00105048789,9.58959852e-05,0.0133494
0,5,1,101.5,101.5,0.6,0.6,1,1,0.00213372143,0.00757494065,0.000923250408,8.42808458e-05,0.0111263
0,5,1,113.6,113.6,0.7,0.7,1,1,0.00213372143,0.00848814909,0.00111012641,0.000101340213,0.011939
0,5,1,126.9,126.9,0.8,0.8,1,1,0.00213372143,0.00993677275,0.00131009718,0.000119594963,0.0120356
0,5,1,143.1,143.1,0.9,0.9,1,1,0.00213372143,0.0111753118,0.00158640238,0.000144818061,0.0129587
0,5,1,180,180,1,1,1,1,0.00213372143,0.0127362623,0.00201984769,0.000184386024,0.0144772
