trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v
0,0,0.0,0.0,0.0,0.00047355412654720316,0.00028179785159831544
0,0,0.3,0.3,0.09,0.0010796936053948198,0.0002735255528046887
0,0,0.3,0.43999999999999995,0.13199999999999998,0.0012106934522183215,0.00026965097342700585
0,0,0.3,0.58,0.174,0.001365958707288762,0.00028582724018033314
0,0,0.3,0.72,0.216,0.0014899320141474749,0.0003071803118548948
0,0,0.3,0.8599999999999999,0.25799999999999995,0.0015859427701175395,0.0003055485462959255
0,0,0.3,1.0,0.3,0.0016538362140062224,0.0002974386825061681
0,0,0.43999999999999995,0.3,0.13199999999999998,0.0013387670659186454,0.0003094344960347136
0,0,0.43999999999999995,0.43999999999999995,0.19359999999999997,0.0015053113319169467,0.0002978472535417765
0,0,0.43999999999999995,0.58,0.2551999999999999,0.0015289848122847093,0.00029532562465183436
0,0,0.43999999999999995,0.72,0.31679999999999997,0.0016933610482664108,0.0002956613699122614
0,0,0.43999999999999995,0.8599999999999999,0.3783999999999999,0.0018581166796937624,0.0003268276781551977
0,0,0.43999999999999995,1.0,0.43999999999999995,0.0020078976037956483,0.0003024367657961171
0,0,0.58,0.3,0.174,0.0014645669409574214,0.0002971645539610447
0,0,0.58,0.43999999999999995,0.2551999999999999,0.0017144963682240028,0.00028829436365760867
0,0,0.58,0.58,0.3364,0.0018576052063183936,0.0003188721028554299
0,0,0.58,0.72,0.41759999999999997,0.0020190196653251434,0.000291839573619607
0,0,0.58,0.8599999999999999,0.4987999999999999,0.0021708324932944835,0.00030777329770391497
0,0,0.58,1.0,0.58,0.00244512768650739,0.00034302800271300256
0,0,0.72,0.3,0.216,0.0017150207082884776,0.00028252047966408663
0,0,0.72,0.43999999999999995,0.31679999999999997,0.0018212273772708542,0.00030280961283611624
0,0,0.72,0.58,0.41759999999999997,0.0021312132441878356,0.0003333334140717648
0,0,0.72,0.72,0.5184,0.0021965583016508817,0.00030712709408390937
0,0,0.72,0.8599999999999999,0.6191999999999999,0.0023881100167997046,0.00029938288177244364
0,0,0.72,1.0,0.72,0.002378738189871466,0.00030968466369434645
0,0,0.8599999999999999,0.3,0.25799999999999995,0.001761115334466496,0.00030436003364431975
0,0,0.8599999999999999,0.43999999999999995,0.3783999999999999,0.002063659489733881,0.0003000074000518465
0,0,0.8599999999999999,0.58,0.4987999999999999,0.0023576261899232575,0.00031513035410036405
0,0,0.8599999999999999,0.72,0.6191999999999999,0.0023734522599903806,0.0003000908858117273
0,0,0.8599999999999999,0.8599999999999999,0.7395999999999998,0.0025718150033784944,0.00037206773561461047
0,0,0.8599999999999999,1.0,0.8599999999999999,0.0027242799182760928,0.0002922236272408447
