wavelength_m,power_dBm
7.81488e-07,-61.7209851
7.81496e-07,-62.490356
7.81504e-07,-63.8687707
7.81512e-07,-63.9099809
7.8152e-07,-63.7835292
7.81528e-07,-62.6657727
7.81536e-07,-62.9005493
7.81544e-07,-62.3928997
7.81552e-07,-64.2698652
7.8156e-07,-62.4606206
7.81568e-07,-62.0905519
7.81576e-07,-62.5154807
7.81584e-07,-62.8622056
7.81592e-07,-63.3892743
7.816e-07,-62.3044386
7.81608e-07,-62.2304398
7.81616e-07,-62.0586921
7.81624e-07,-62.7471536
7.81632e-07,-62.3226154
7.8164e-07,-61.9833488
7.81648e-07,-61.2447275
7.81656e-07,-61.6930388
7.81664e-07,-61.5049362
7.81672e-07,-62.6649866
7.8168e-07,-62.2057518
7.81688e-07,-61.602759
7.81696e-07,-62.1630386
7.81704e-07,-61.4358351
7.81712e-07,-61.4849642
7.8172e-07,-61.9576605
7.81728e-07,-63.3253147
7.81736e-07,-63.2477674
7.81744e-07,-62.9914058
7.81752e-07,-63.5114624
7.8176e-07,-64.4597336
7.81768e-07,-63.895018
7.81776e-07,-65.2338692
7.81784e-07,-64.2502808
7.81792e-07,-63.6296457
7.818e-07,-64.9383509
7.81808e-07,-66.0675364
7.81816e-07,-68.2701419
7.81824e-07,-64.806895
7.81832e-07,-64.4753564
7.8184e-07,-62.3527313
7.81848e-07,-63.7082619
7.81856e-07,-64.4642413
7.81864e-07,-62.9858081
7.81872e-07,-62.9223667
7.8188e-07,-64.2645911
7.81888e-07,-64.5785758
7.81896e-07,-63.6511266
7.81904e-07,-65.3986524
7.81912e-07,-65.1677015
7.8192e-07,-64.6166246
7.81928e-07,-64.5695046
7.81936e-07,-64.1991995
7.81944e-07,-65.3909016
7.81952e-07,-64.1113689
7.8196e-07,-63.0994052
7.81968e-07,-64.0560796
7.81976e-07,-65.3132328
7.81984e-07,-64.6617899
7.81992e-07,-66.0965042
7.82e-07,-63.8284775
