wavelength_m,power_dBm
7.76496e-07,-29.9717478
7.76504e-07,-29.9833821
7.76512e-07,-29.9830032
7.7652e-07,-29.9566927
7.76528e-07,-29.9016363
7.76536e-07,-29.8736392
7.76544e-07,-29.8669271
7.76552e-07,-29.8695906
7.7656e-07,-29.8796954
7.76568e-07,-29.8779062
7.76576e-07,-29.8745514
7.76584e-07,-29.8770431
7.76592e-07,-29.8838158
7.766e-07,-29.8715405
7.76608e-07,-29.8404343
7.76616e-07,-29.7800802
7.76624e-07,-29.7185287
7.76632e-07,-29.6659338
7.7664e-07,-29.597355
7.76648e-07,-29.5286112
7.76656e-07,-29.4576608
7.76664e-07,-29.4070683
7.76672e-07,-29.3774099
7.7668e-07,-29.3761772
7.76688e-07,-29.3472786
7.76696e-07,-29.3197031
7.76704e-07,-29.2993404
7.76712e-07,-29.2911957
7.7672e-07,-29.3094007
7.76728e-07,-29.3058946
7.76736e-07,-29.2813417
7.76744e-07,-29.2565289
7.76752e-07,-29.2652614
7.7676e-07,-29.2870008
7.76768e-07,-29.3001107
7.76776e-07,-29.3141593
7.76784e-07,-29.3108761
7.76792e-07,-29.3245466
7.768e-07,-29.3391378
7.76808e-07,-29.3438543
7.76816e-07,-29.3327443
7.76824e-07,-29.3136643
7.76832e-07,-29.2906824
7.7684e-07,-29.2623312
7.76848e-07,-29.2539135
7.76856e-07,-29.2262835
7.76864e-07,-29.2018914
7.76872e-07,-29.1820694
7.7688e-07,-29.1743538
7.76888e-07,-29.1878441
7.76896e-07,-29.1865282
7.76904e-07,-29.1646341
7.76912e-07,-29.1286557
7.7692e-07,-29.1210974
7.76928e-07,-29.1371414
7.76936e-07,-29.1586856
7.76944e-07,-29.1703081
7.76952e-07,-29.1638855
7.7696e-07,-29.1797013
7.76968e-07,-29.214924
7.76976e-07,-29.2628153
7.76984e-07,-29.2915073
7.76992e-07,-29.3132786
7.77e-07,-29.3220317
7.77008e-07,-29.3326341
7.77016e-07,-29.3481412
7.77024e-07,-29.3407128
7.77032e-07,-29.3276334
7.7704e-07,-29.2922394
7.77048e-07,-29.2713743
7.77056e-07,-29.2578357
7.77064e-07,-29.2573375
7.77072e-07,-29.2447323
7.7708e-07,-29.227501
7.77088e-07,-29.2112002
7.77096e-07,-29.1952235
7.77104e-07,-29.1954964
7.77112e-07,-29.1706009
7.7712e-07,-29.1336626
7.77128e-07,-29.094758
7.77136e-07,-29.1033788
7.77144e-07,-29.1598607
7.77152e-07,-29.2129187
7.7716e-07,-29.2734819
7.77168e-07,-29.3286972
7.77176e-07,-29.4041061
7.77184e-07,-29.4775174
7.77192e-07,-29.526063
7.772e-07,-29.5286915
7.77208e-07,-29.507659
7.77216e-07,-29.4858252
7.77224e-07,-29.4529955
7.77232e-07,-29.4327144
7.7724e-07,-29.4109743
