timestamp,stage,evaluation,loss,feasible,l,metrics,pattern_hashes
2026-07-03T16:36:10,stage1,1,0.9955542557190282,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09485737469664096, ""eta"": 0.9138978581012566, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""85cb77f3c35fffd45962""]"
2026-07-03T16:36:26,stage1,2,1.04150007857239,1,"[0.41, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09923513724359431, ""eta"": 0.9281435559054574, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""93d24caeb7c88b5de431""]"
2026-07-03T16:36:42,stage1,3,1.012880123834587,1,"[0.35, 0.9099999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.0965082002085013, ""eta"": 0.914756897595914, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""718bcff877bb95b4a518""]"
2026-07-03T16:36:58,stage1,4,0.9839371976093416,1,"[0.35, 0.85, 0.94, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09375049013695685, ""eta"": 0.9094463740000991, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""8941b34d21840e84c65b""]"
2026-07-03T16:37:14,stage1,5,0.9927133468612822,1,"[0.35, 0.85, 1.0, 0.94, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09458669014635135, ""eta"": 0.9235389077925128, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""b47e51bb7b5e6e162db5""]"
2026-07-03T16:37:29,stage1,6,1.035829703014786,1,"[0.35, 0.85, 1.0, 1.0, 0.94, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09869485836291214, ""eta"": 0.9040322719390091, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""6fb9187916b9617ca8c8""]"
2026-07-03T16:37:45,stage1,7,1.048561988480289,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 0.94, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09990800286629589, ""eta"": 0.895681284706367, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""fe615a183bedf7090759""]"
2026-07-03T16:38:01,stage1,8,1.070176280013262,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 1.0, 0.94, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.10196743351908824, ""eta"": 0.9122047893098975, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""00c2baf07c2c1b7de406""]"
2026-07-03T16:38:17,stage1,9,1.016131914912509,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 0.94]","[{""anchor_offset"": 0, ""c_total"": 0.09681803401508868, ""eta"": 0.9147504072611488, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""421a8e9db8c8a5aa36d3""]"
2026-07-03T16:38:32,stage1,10,1.018997128970055,1,"[0.29, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09709103438837968, ""eta"": 0.9062180127791583, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""08bac37504dc78aaaf1d""]"
2026-07-03T16:38:48,stage1,11,0.9692790859808067,1,"[0.35, 0.79, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09235385104962866, ""eta"": 0.9053987433266627, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""78531920ef45a38562cc""]"
2026-07-03T16:39:04,stage1,12,0.9824977476683062,1,"[0.35, 0.85, 0.88, 1.0, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09361333795099665, ""eta"": 0.9049972004536024, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""a59194861681bbaa4b37""]"
2026-07-03T16:39:20,stage1,13,1.01553260973367,1,"[0.35, 0.85, 1.0, 0.88, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09676093163660932, ""eta"": 0.901194674908317, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""41bed168ae811892a3ac""]"
2026-07-03T16:39:36,stage1,14,1.048600008733215,1,"[0.35, 0.85, 1.0, 1.0, 0.88, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09991162547285606, ""eta"": 0.8977011721526861, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""f96cef09b0a433f2094a""]"
2026-07-03T16:39:52,stage1,15,1.053449408111959,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 0.88, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.10037368094726215, ""eta"": 0.901070575814662, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""1112d1361e4709dcca94""]"
2026-07-03T16:40:08,stage1,16,1.083390743794095,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 1.0, 0.88, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.10322652043983904, ""eta"": 0.895698582801364, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""f53f8c0ca636155af48d""]"
2026-07-03T16:40:24,stage1,17,1.018863691605685,1,"[0.35, 0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88]","[{""anchor_offset"": 0, ""c_total"": 0.09707832034693203, ""eta"": 0.8937462504989655, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""936ee02ac0e0ade0c41a""]"
2026-07-03T16:40:39,stage1,18,0.9662452117816146,1,"[0.3464103869272396, 0.7373923499904764, 0.9770961059257566, 0.982825557514167, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09206478057452191, ""eta"": 0.9074882520286968, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""5933818ef4b18bc5d54f""]"
2026-07-03T16:40:55,stage1,19,0.9642696824995214,1,"[0.3430617056023143, 0.6915682335316724, 0.9787307820413402, 0.9442734561686994, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09187655022920502, ""eta"": 0.900440707189224, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""845d0fe38f38039faf35""]"
2026-07-03T16:41:11,stage1,20,0.9737273322499949,1,"[0.3431040490997578, 0.7069298311225207, 1.0, 0.9289577093838992, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09277768426682943, ""eta"": 0.8993432688226114, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""64697d3581e90e093dd2""]"
2026-07-03T16:41:27,stage1,21,0.9607799409343879,1,"[0.3085839709061573, 0.6493547485888227, 0.9608626236407223, 0.9618813071043371, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09154404426949796, ""eta"": 0.8854973468405154, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""57f2a5be0eee10002227""]"
2026-07-03T16:41:42,stage1,22,0.955968291001226,1,"[0.32858052483640315, 0.6148368196338662, 0.9960353780046101, 0.9896576956750811, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.09108558559886593, ""eta"": 0.8799722320121625, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""2c292037ed83232ed13b""]"
2026-07-03T16:41:58,stage1,23,0.9240722432275698,1,"[0.3614612045201414, 0.6053764438228204, 0.9470158019602829, 0.9845153851551286, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.0880464992430726, ""eta"": 0.8830069527298097, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""bb6590011696c10849c6""]"
2026-07-03T16:42:14,stage1,24,0.9218560295343903,1,"[0.34655797343911315, 0.5805926930945782, 0.8949975854372999, 0.9921156846856658, 1.0, 1.0, 1.0, 1.0]","[{""anchor_offset"": 0, ""c_total"": 0.08783533625371857, ""eta"": 0.8754470358380655, ""reference_version"": 1, ""rmse"": NaN, ""bias"": NaN, ""mae"": NaN, ""p95"": NaN, ""max_error"": NaN}]","[""af8dcd4685c44d035738""]"
